-0.097985	0.610027
-0.081188	0.616826
-0.078589	0.591859
-0.068042	0.569497
-0.056311	0.548039
-0.055526	0.630866
-0.058994	0.622104
-0.037336	0.533335
-0.035492	0.638399
-0.019846	0.516307
-0.027818	0.590446
-0.026615	0.580721
-0.000724	0.499950
-0.010136	0.644757
-0.018446	0.637147
0.027461	0.479094
0.042725	0.469029
0.011025	0.658949
0.049569	0.474307
0.068109	0.460627
0.019259	0.667153
0.040270	0.676738
0.113196	0.442781
0.146767	0.437004
0.159296	0.428813
0.074057	0.682759
0.084305	0.696636
0.205114	0.418331
0.108360	0.718648
0.252461	0.407830
0.279389	0.392270
0.160690	0.604994
0.176960	0.577569
0.307737	0.382405
0.136444	0.736225
0.157162	0.642342
0.230135	0.506549
0.241091	0.488785
0.255273	0.467780
0.341446	0.366428
0.138313	0.759939
0.174591	0.673734
0.215731	0.578046
0.244575	0.513301
0.278357	0.453757
0.297695	0.437396
0.375927	0.356219
0.152160	0.770713
0.334857	0.416286
0.350233	0.399066
0.400187	0.341984
0.154418	0.795631
0.190494	0.708421
0.236909	0.603603
0.283515	0.500668
0.370644	0.390609
0.388075	0.371347
0.417998	0.351122
0.432119	0.332700
0.163180	0.814603
0.322713	0.480372
0.191319	0.732912
0.236874	0.626276
0.194449	0.822770
0.194601	0.783684
0.192607	0.758003
0.253341	0.638890
0.342536	0.470694
0.365697	0.457006
0.462368	0.324049
0.472427	0.317377
0.182101	0.861528
0.201569	0.904348
0.195672	0.869592
0.201546	0.836842
0.272059	0.672345
0.421319	0.427391
0.209705	0.933044
0.219525	0.948415
0.291598	0.695855
0.397495	0.512895
0.412226	0.481997
0.432640	0.454081
0.464350	0.429432
0.479938	0.409591
0.341408	0.614233
0.361775	0.579591
0.382571	0.545977
0.339958	0.640503
0.342081	0.661429
0.493698	0.424115
0.514086	0.405280
0.530498	0.391306
0.332812	0.720600
0.356519	0.686446
0.360476	0.736525
0.356677	0.714377
0.382681	0.751277
