0.281609	0.597701
0.310345	0.614943
0.310345	0.586207
0.321839	0.563218
0.333333	0.540230
0.350575	0.643678
0.344828	0.632184
0.356322	0.528736
0.379310	0.660920
0.373563	0.511494
0.385057	0.609195
0.385057	0.597701
0.390805	0.494253
0.413793	0.678161
0.402299	0.666667
0.413793	0.471264
0.425287	0.459770
0.442529	0.701149
0.436782	0.471264
0.448276	0.454023
0.454023	0.712644
0.482759	0.729885
0.482759	0.436782
0.511494	0.436782
0.517241	0.425287
0.528736	0.747126
0.545977	0.764368
0.551724	0.419540
0.586207	0.793103
0.586207	0.413793
0.597701	0.390805
0.609195	0.683908
0.614943	0.655172
0.614943	0.379310
0.632184	0.816092
0.620690	0.724138
0.632184	0.574713
0.632184	0.551724
0.632184	0.522989
0.632184	0.356322
0.643678	0.839080
0.655172	0.758621
0.655172	0.660920
0.649425	0.586207
0.643678	0.505747
0.649425	0.482759
0.655172	0.344828
0.666667	0.850575
0.666667	0.454023
0.666667	0.425287
0.666667	0.321839
0.678161	0.873563
0.689655	0.793103
0.689655	0.689655
0.678161	0.574713
0.678161	0.413793
0.678161	0.379310
0.689655	0.344828
0.689655	0.310345
0.695402	0.890805
0.701149	0.551724
0.701149	0.816092
0.701149	0.712644
0.735632	0.896552
0.724138	0.862069
0.712644	0.839080
0.724138	0.724138
0.712644	0.540230
0.724138	0.522989
0.712644	0.298851
0.718391	0.287356
0.729885	0.931034
0.758621	0.965517
0.747126	0.936782
0.747126	0.908046
0.758621	0.752874
0.752874	0.482759
0.770115	0.988506
0.781609	1.000000
0.787356	0.770115
0.787356	0.586207
0.781609	0.551724
0.781609	0.517241
0.793103	0.482759
0.793103	0.454023
0.793103	0.689655
0.793103	0.655172
0.793103	0.620690
0.804598	0.712644
0.816092	0.729885
0.816092	0.471264
0.821839	0.442529
0.827586	0.419540
0.833333	0.781609
0.839080	0.747126
0.862069	0.787356
0.850575	0.770115
0.885057	0.793103
